gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,result,averages,math score_log,reading score_log,writing score_log,averages_log
male,Group B,some college,standard,completed,87.0,84.0,86.0,Pass,85.66666666666667,4.477336814478207,4.442651256490317,4.465908118654584,4.4620693423474185
male,Group B,some high school,free/reduced,completed,49.0,50.0,52.0,Pass,50.333333333333336,3.912023005428146,3.9318256327243257,3.970291913552122,3.9383403137455195
male,Group B,some high school,standard,none,68.0,54.0,53.0,Pass,58.333333333333336,4.23410650459726,4.007333185232471,3.9889840465642745,4.083171261623976
male,Group C,associate's degree,free/reduced,none,77.0,67.0,64.0,Pass,69.33333333333333,4.356708826689592,4.219507705176107,4.174387269895637,4.253245844807957
female,Group B,bachelor's degree,free/reduced,none,78.0,79.0,76.0,Pass,77.66666666666667,4.3694478524670215,4.382026634673881,4.343805421853684,4.3652195163575005
male,Group C,associate's degree,free/reduced,completed,60.0,51.0,56.0,Pass,55.666666666666664,4.110873864173311,3.9512437185814275,4.04305126783455,4.037186148382152
female,Group D,high school,free/reduced,completed,52.0,57.0,56.0,Pass,55.0,3.970291913552122,4.060443010546419,4.04305126783455,4.02535169073515
male,Group E,associate's degree,standard,completed,62.0,56.0,53.0,Pass,57.0,4.143134726391533,4.04305126783455,3.9889840465642745,4.060443010546419
female,Group B,some college,free/reduced,none,74.0,81.0,76.0,Pass,77.0,4.31748811353631,4.406719247264253,4.343805421853684,4.356708826689592
female,Group C,associate's degree,standard,none,65.0,77.0,74.0,Pass,72.0,4.189654742026425,4.356708826689592,4.31748811353631,4.290459441148391
female,Group D,some high school,standard,completed,61.0,74.0,72.0,Pass,69.0,4.127134385045092,4.31748811353631,4.290459441148391,4.248495242049359
female,Group D,master's degree,standard,none,62.0,70.0,75.0,Pass,69.0,4.143134726391533,4.2626798770413155,4.330733340286331,4.248495242049359
female,Group C,bachelor's degree,free/reduced,completed,100.0,83.0,83.0,Pass,106.16666666666669,4.61512051684126,4.430816798843313,4.430816798843313,4.674385255009565
female,Group D,some college,free/reduced,none,79.0,89.0,86.0,Pass,84.66666666666667,4.382026634673881,4.499809670330265,4.465908118654584,4.45046379622711
male,Group C,master's degree,free/reduced,none,61.0,67.0,66.0,Pass,64.66666666666667,4.127134385045092,4.219507705176107,4.204692619390966,4.1845914400698785
male,Group E,high school,standard,none,73.0,64.0,57.0,Pass,64.66666666666667,4.30406509320417,4.174387269895637,4.060443010546419,4.1845914400698785
male,Group B,high school,free/reduced,none,30.0,31.5,28.0,Fail,30.166666666666654,3.4339872044851463,3.481240089335692,3.367295829986474,3.439349147626531
female,Group C,bachelor's degree,standard,completed,96.0,100.0,100.0,Pass,98.66666666666667,4.574710978503383,4.61512051684126,4.61512051684126,4.601831284722577
female,Group C,associate's degree,standard,completed,57.0,77.0,80.0,Pass,71.33333333333333,4.060443010546419,4.356708826689592,4.394449154672439,4.28128506487235
male,Group D,high school,standard,completed,68.0,64.0,67.99896907216495,Pass,66.66632302405499,4.23410650459726,4.174387269895637,4.234091563502525,4.214588611898541
female,Group C,some high school,free/reduced,none,48.0,58.0,52.0,Pass,52.666666666666664,3.8918202981106265,4.07753744390572,3.970291913552122,3.982792076316353
male,Group B,some high school,standard,none,67.0,64.0,61.0,Pass,64.0,4.219507705176107,4.174387269895637,4.127134385045092,4.174387269895637
female,Group C,some college,free/reduced,none,59.0,62.0,64.0,Pass,61.666666666666664,4.0943445622221,4.143134726391533,4.174387269895637,4.137829674161839
male,Group E,some high school,standard,completed,74.0,64.0,60.0,Pass,66.0,4.31748811353631,4.174387269895637,4.110873864173311,4.204692619390966
female,Group C,some high school,standard,none,65.0,69.0,76.0,Pass,70.0,4.189654742026425,4.248495242049359,4.343805421853684,4.2626798770413155
female,Group B,some college,standard,none,62.0,67.0,67.0,Pass,65.33333333333333,4.143134726391533,4.219507705176107,4.219507705176107,4.194692536056382
male,Group C,associate's degree,standard,none,47.0,37.0,35.0,Fail,39.666666666666664,3.871201010907891,3.6375861597263857,3.58351893845611,3.7054087560651467
male,Group D,associate's degree,standard,none,80.0,63.0,63.0,Pass,68.66666666666667,4.394449154672439,4.1588830833596715,4.1588830833596715,4.243721963296702
male,Group C,high school,standard,none,68.0,60.0,53.0,Pass,60.333333333333336,4.23410650459726,4.110873864173311,3.9889840465642745,4.116323468940876
female,Group D,some college,standard,completed,79.0,84.0,91.0,Pass,84.66666666666667,4.382026634673881,4.442651256490317,4.5217885770490405,4.45046379622711
male,Group D,high school,standard,none,89.0,87.0,79.0,Pass,85.0,4.499809670330265,4.477336814478207,4.382026634673881,4.454347296253507
male,Group A,some college,standard,none,69.0,67.0,69.0,Pass,68.33333333333333,4.248495242049359,4.219507705176107,4.248495242049359,4.238925791033208
female,Group E,some college,free/reduced,none,53.0,58.0,57.0,Pass,56.0,3.9889840465642745,4.07753744390572,4.060443010546419,4.04305126783455
female,Group C,some college,standard,completed,64.0,82.0,77.0,Pass,74.33333333333333,4.174387269895637,4.418840607796598,4.356708826689592,4.321922710604176
male,Group C,high school,standard,completed,82.0,84.0,82.0,Pass,82.66666666666667,4.418840607796598,4.442651256490317,4.418840607796598,4.426840650463674
male,Group B,high school,free/reduced,none,36.0,31.5,28.0,Fail,30.666666666666668,3.6109179126442243,3.481240089335692,3.367295829986474,3.455264602932431
female,Group B,master's degree,standard,none,90.0,95.0,93.0,Pass,92.66666666666667,4.51085950651685,4.564348191467836,4.543294782270004,4.539742380665636
female,Group D,master's degree,standard,none,64.0,63.0,66.0,Pass,64.33333333333333,4.174387269895637,4.1588830833596715,4.204692619390966,4.179502370562408
female,Group B,bachelor's degree,standard,none,52.0,65.0,69.0,Pass,62.0,3.970291913552122,4.189654742026425,4.248495242049359,4.143134726391533
female,Group D,some high school,free/reduced,none,67.0,84.0,84.0,Pass,78.33333333333333,4.219507705176107,4.442651256490317,4.442651256490317,4.373658385003365
male,Group C,associate's degree,standard,completed,51.0,60.0,58.0,Pass,56.333333333333336,3.9512437185814275,4.110873864173311,4.07753744390572,4.048882188145344
male,Group D,some college,standard,none,79.0,73.0,67.0,Pass,73.0,4.382026634673881,4.30406509320417,4.219507705176107,4.30406509320417
male,Group A,high school,standard,none,63.0,63.0,62.0,Pass,62.666666666666664,4.1588830833596715,4.1588830833596715,4.143134726391533,4.15366113937852
female,Group D,associate's degree,free/reduced,none,52.0,59.0,56.0,Pass,55.666666666666664,3.970291913552122,4.0943445622221,4.04305126783455,4.037186148382152
male,Group A,associate's degree,free/reduced,completed,40.0,55.0,53.0,Pass,49.333333333333336,3.713572066704308,4.02535169073515,3.9889840465642745,3.9186675481468147
male,Group D,some college,standard,none,40.0,42.0,38.0,Pass,40.0,3.713572066704308,3.7612001156935624,3.6635616461296463,3.713572066704308
female,Group B,some college,standard,none,63.0,65.0,61.0,Pass,63.0,4.1588830833596715,4.189654742026425,4.127134385045092,4.1588830833596715
male,Group C,associate's degree,standard,none,46.0,43.0,42.0,Pass,43.666666666666664,3.8501476017100584,3.784189633918261,3.7612001156935624,3.7992275112828016
female,Group C,some high school,free/reduced,completed,65.0,76.0,75.0,Pass,72.0,4.189654742026425,4.343805421853684,4.330733340286331,4.290459441148391
female,Group B,some high school,standard,none,62.0,64.0,66.0,Pass,64.0,4.143134726391533,4.174387269895637,4.204692619390966,4.174387269895637
male,Group B,associate's degree,standard,none,90.0,78.0,81.0,Pass,83.0,4.51085950651685,4.3694478524670215,4.406719247264253,4.430816798843313
male,Group A,associate's degree,free/reduced,none,47.0,57.0,44.0,Pass,49.333333333333336,3.871201010907891,4.060443010546419,3.8066624897703196,3.9186675481468147
male,Group C,some college,standard,completed,59.0,41.0,42.0,Pass,47.333333333333336,4.0943445622221,3.7376696182833684,3.7612001156935624,3.8781214537524646
female,Group B,master's degree,free/reduced,completed,77.0,97.0,94.0,Pass,89.33333333333333,4.356708826689592,4.584967478670572,4.553876891600541,4.503506532211591
female,Group C,associate's degree,standard,none,52.0,55.0,57.0,Pass,54.666666666666664,3.970291913552122,4.02535169073515,4.060443010546419,4.019381523748645
male,Group E,some college,standard,completed,99.0,87.0,67.99896907216495,Pass,84.66632302405499,4.605170185988092,4.477336814478207,4.234091563502525,4.450459784826711
female,Group B,some high school,standard,none,70.0,64.0,72.0,Pass,68.66666666666667,4.2626798770413155,4.174387269895637,4.290459441148391,4.243721963296702
male,Group C,associate's degree,free/reduced,none,64.0,66.0,59.0,Pass,63.0,4.174387269895637,4.204692619390966,4.0943445622221,4.1588830833596715
male,Group A,bachelor's degree,standard,completed,80.0,78.0,81.0,Pass,79.66666666666667,4.394449154672439,4.3694478524670215,4.406719247264253,4.390325437488577
male,Group D,high school,free/reduced,none,42.0,39.0,34.0,Fail,38.333333333333336,3.7612001156935624,3.6888794541139363,3.5553480614894135,3.672072335797555
male,Group E,associate's degree,standard,completed,97.0,82.0,88.0,Pass,89.0,4.584967478670572,4.418840607796598,4.48863636973214,4.499809670330265
male,Group A,some college,free/reduced,completed,50.0,47.0,54.0,Pass,50.333333333333336,3.9318256327243257,3.871201010907891,4.007333185232471,3.9383403137455195
female,Group B,some high school,standard,completed,65.0,82.0,78.0,Pass,75.0,4.189654742026425,4.418840607796598,4.3694478524670215,4.330733340286331
female,Group C,master's degree,free/reduced,none,52.0,65.0,61.0,Pass,59.333333333333336,3.970291913552122,4.189654742026425,4.127134385045092,4.099884742597716
female,Group E,associate's degree,standard,none,59.0,62.0,69.0,Pass,63.333333333333336,4.0943445622221,4.143134726391533,4.248495242049359,4.164077900236776
male,Group B,some high school,standard,none,74.0,63.0,57.0,Pass,64.66666666666667,4.31748811353631,4.1588830833596715,4.060443010546419,4.1845914400698785
female,Group C,some high school,free/reduced,none,43.0,53.0,53.0,Pass,49.666666666666664,3.784189633918261,3.9889840465642745,3.9889840465642745,3.9252682321781664
female,Group B,high school,free/reduced,completed,67.0,78.0,79.0,Pass,74.66666666666667,4.219507705176107,4.3694478524670215,4.382026634673881,4.326337728813293
male,Group E,bachelor's degree,standard,completed,100.0,100.0,100.0,Pass,100.0,4.61512051684126,4.61512051684126,4.61512051684126,4.61512051684126
male,Group D,high school,standard,none,72.0,66.0,66.0,Pass,68.0,4.290459441148391,4.204692619390966,4.204692619390966,4.23410650459726
female,Group B,associate's degree,standard,none,71.0,83.0,78.0,Pass,77.33333333333333,4.276666119016055,4.430816798843313,4.3694478524670215,4.360973225476049
male,Group A,some high school,free/reduced,none,55.0,46.0,43.0,Pass,48.0,4.02535169073515,3.8501476017100584,3.784189633918261,3.8918202981106265
female,Group C,some college,standard,none,84.0,87.0,91.0,Pass,87.33333333333333,4.442651256490317,4.477336814478207,4.5217885770490405,4.481117537318112
female,Group E,some college,standard,completed,63.0,72.0,70.0,Pass,68.33333333333333,4.1588830833596715,4.290459441148391,4.2626798770413155,4.238925791033208
female,Group C,bachelor's degree,standard,none,63.0,75.0,81.0,Pass,73.0,4.1588830833596715,4.330733340286331,4.406719247264253,4.30406509320417
female,Group C,some college,free/reduced,completed,42.0,66.0,69.0,Pass,59.0,3.7612001156935624,4.204692619390966,4.248495242049359,4.0943445622221
male,Group E,associate's degree,free/reduced,completed,78.0,74.0,72.0,Pass,74.66666666666667,4.3694478524670215,4.31748811353631,4.290459441148391,4.326337728813293
male,Group E,some college,standard,none,69.0,60.0,54.0,Pass,61.0,4.248495242049359,4.110873864173311,4.007333185232471,4.127134385045092
female,Group B,associate's degree,standard,none,80.0,86.0,83.0,Pass,83.0,4.394449154672439,4.465908118654584,4.430816798843313,4.430816798843313
male,Group B,high school,standard,none,79.0,60.0,65.0,Pass,68.0,4.382026634673881,4.110873864173311,4.189654742026425,4.23410650459726
male,Group C,associate's degree,standard,completed,87.0,100.0,95.0,Pass,94.0,4.477336814478207,4.61512051684126,4.564348191467836,4.553876891600541
female,Group A,associate's degree,free/reduced,none,65.0,85.0,76.0,Pass,75.33333333333333,4.189654742026425,4.454347296253507,4.343805421853684,4.33510971488613
female,Group D,some high school,standard,none,51.0,63.0,61.0,Pass,58.333333333333336,3.9512437185814275,4.1588830833596715,4.127134385045092,4.083171261623976
male,Group D,master's degree,standard,none,85.0,84.0,89.0,Pass,86.0,4.454347296253507,4.442651256490317,4.499809670330265,4.465908118654584
male,Group A,some high school,standard,completed,47.0,49.0,49.0,Pass,48.333333333333336,3.871201010907891,3.912023005428146,3.912023005428146,3.8985999850960056
male,Group C,master's degree,free/reduced,none,54.0,59.0,50.0,Pass,54.333333333333336,4.007333185232471,4.0943445622221,3.9318256327243257,4.013375499688434
female,Group B,high school,free/reduced,none,38.0,69.06494845360825,50.0,Pass,52.35498281786942,3.6635616461296463,4.249422646928029,3.9318256327243257,3.976967372034354
male,Group C,some high school,free/reduced,completed,59.0,69.0,65.0,Pass,64.33333333333333,4.0943445622221,4.248495242049359,4.189654742026425,4.179502370562408
male,Group D,high school,free/reduced,none,60.0,57.0,67.99896907216495,Pass,61.66632302405498,4.110873864173311,4.060443010546419,4.234091563502525,4.137824190488107
male,Group B,high school,free/reduced,none,49.0,45.0,45.0,Pass,46.333333333333336,3.912023005428146,3.828641396489095,3.828641396489095,3.8572147689331513
female,Group C,associate's degree,standard,completed,52.0,59.0,62.0,Pass,57.666666666666664,3.970291913552122,4.0943445622221,4.143134726391533,4.071871706370042
female,Group C,bachelor's degree,free/reduced,none,44.0,63.0,62.0,Pass,56.333333333333336,3.8066624897703196,4.1588830833596715,4.143134726391533,4.048882188145344
female,Group E,associate's degree,free/reduced,none,70.0,84.0,81.0,Pass,78.33333333333333,4.2626798770413155,4.442651256490317,4.406719247264253,4.373658385003365
male,Group C,associate's degree,standard,none,84.0,80.0,80.0,Pass,81.33333333333333,4.442651256490317,4.394449154672439,4.394449154672439,4.410776047959867
male,Group C,associate's degree,standard,none,76.0,70.0,68.0,Pass,71.33333333333333,4.343805421853684,4.2626798770413155,4.23410650459726,4.28128506487235
male,Group C,some college,standard,none,35.0,31.5,28.0,Fail,30.166666666666654,3.58351893845611,3.481240089335692,3.367295829986474,3.439349147626531
female,Group C,associate's degree,standard,completed,96.0,96.0,99.0,Pass,97.0,4.574710978503383,4.574710978503383,4.605170185988092,4.584967478670572
female,Group D,some college,standard,none,80.0,90.0,89.0,Pass,86.33333333333333,4.394449154672439,4.51085950651685,4.499809670330265,4.4697322150929875
male,Group B,associate's degree,standard,none,81.0,73.0,72.0,Pass,75.33333333333333,4.406719247264253,4.30406509320417,4.290459441148391,4.33510971488613
male,Group D,high school,standard,none,57.0,50.0,54.0,Pass,53.666666666666664,4.060443010546419,3.9318256327243257,4.007333185232471,4.001254139156089
male,Group E,high school,standard,none,94.0,73.0,71.0,Pass,79.33333333333333,4.553876891600541,4.30406509320417,4.276666119016055,4.386184644822546
male,Group B,high school,standard,none,82.0,82.0,80.0,Pass,81.33333333333333,4.418840607796598,4.418840607796598,4.394449154672439,4.410776047959867
male,Group D,high school,standard,none,70.0,70.0,70.0,Pass,70.0,4.2626798770413155,4.2626798770413155,4.2626798770413155,4.2626798770413155
female,Group B,associate's degree,standard,completed,94.0,87.0,92.0,Pass,91.0,4.553876891600541,4.477336814478207,4.532599493153256,4.5217885770490405
male,Group A,bachelor's degree,standard,completed,75.0,58.0,62.0,Pass,65.0,4.330733340286331,4.07753744390572,4.143134726391533,4.189654742026425
female,Group C,some college,standard,none,52.0,58.0,58.0,Pass,56.0,3.970291913552122,4.07753744390572,4.07753744390572,4.04305126783455
female,Group A,high school,free/reduced,completed,100.0,88.0,67.99896907216495,Pass,106.16666666666669,4.61512051684126,4.48863636973214,4.234091563502525,4.674385255009565
male,Group D,some college,free/reduced,none,70.0,63.0,58.0,Pass,63.666666666666664,4.2626798770413155,4.1588830833596715,4.07753744390572,4.169245870395218
male,Group A,some high school,free/reduced,none,65.0,59.0,53.0,Pass,59.0,4.189654742026425,4.0943445622221,3.9889840465642745,4.0943445622221
male,Group B,some college,free/reduced,none,40.0,43.0,39.0,Pass,40.666666666666664,3.713572066704308,3.784189633918261,3.6888794541139363,3.7297014486341915
female,Group C,some college,standard,completed,70.0,89.0,88.0,Pass,82.33333333333333,4.2626798770413155,4.499809670330265,4.48863636973214,4.422848629194137
male,Group D,associate's degree,free/reduced,completed,79.0,82.0,80.0,Pass,80.33333333333333,4.382026634673881,4.418840607796598,4.394449154672439,4.398555936625092
female,Group C,some college,standard,completed,67.0,81.0,79.0,Pass,75.66666666666667,4.219507705176107,4.406719247264253,4.382026634673881,4.339467020255086
male,Group C,some college,free/reduced,none,68.0,68.0,61.0,Pass,65.66666666666667,4.23410650459726,4.23410650459726,4.127134385045092,4.199705077879927
female,Group D,master's degree,free/reduced,completed,47.0,58.0,67.0,Pass,57.333333333333336,3.871201010907891,4.07753744390572,4.219507705176107,4.0661736852554045
female,Group A,some college,standard,completed,72.0,79.0,82.0,Pass,77.66666666666667,4.290459441148391,4.382026634673881,4.418840607796598,4.3652195163575005
female,Group E,high school,free/reduced,completed,57.0,75.0,73.0,Pass,68.33333333333333,4.060443010546419,4.330733340286331,4.30406509320417,4.238925791033208
female,Group C,bachelor's degree,standard,none,83.0,93.0,95.0,Pass,90.33333333333333,4.430816798843313,4.543294782270004,4.564348191467836,4.5145158177199605
male,Group A,some college,standard,completed,61.0,51.0,52.0,Pass,54.666666666666664,4.127134385045092,3.9512437185814275,3.970291913552122,4.019381523748645
male,Group C,associate's degree,standard,completed,98.0,87.0,90.0,Pass,91.66666666666667,4.59511985013459,4.477336814478207,4.51085950651685,4.529008825022528
female,Group D,master's degree,free/reduced,completed,61.0,71.0,78.0,Pass,70.0,4.127134385045092,4.276666119016055,4.3694478524670215,4.2626798770413155
female,Group C,bachelor's degree,free/reduced,completed,92.0,100.0,99.0,Pass,97.0,4.532599493153256,4.61512051684126,4.605170185988092,4.584967478670572
female,Group C,associate's degree,standard,completed,68.0,67.0,73.0,Pass,69.33333333333333,4.23410650459726,4.219507705176107,4.30406509320417,4.253245844807957
female,Group E,some high school,standard,none,77.0,79.0,80.0,Pass,78.66666666666667,4.356708826689592,4.382026634673881,4.394449154672439,4.377851263263401
male,Group C,some college,standard,none,66.0,59.0,52.0,Pass,59.0,4.204692619390966,4.0943445622221,3.970291913552122,4.0943445622221
male,Group B,high school,standard,none,47.0,46.0,42.0,Pass,45.0,3.871201010907891,3.8501476017100584,3.7612001156935624,3.828641396489095
male,Group C,some college,free/reduced,none,65.0,58.0,49.0,Pass,57.333333333333336,4.189654742026425,4.07753744390572,3.912023005428146,4.0661736852554045
male,Group A,some high school,free/reduced,none,68.0,72.0,64.0,Pass,68.0,4.23410650459726,4.290459441148391,4.174387269895637,4.23410650459726
female,Group C,some college,standard,completed,63.0,78.0,80.0,Pass,73.66666666666667,4.1588830833596715,4.3694478524670215,4.394449154672439,4.31303376318693
female,Group D,high school,free/reduced,none,73.0,92.0,84.0,Pass,83.0,4.30406509320417,4.532599493153256,4.442651256490317,4.430816798843313
female,Group C,high school,free/reduced,none,42.0,62.0,60.0,Pass,54.666666666666664,3.7612001156935624,4.143134726391533,4.110873864173311,4.019381523748645
female,Group E,master's degree,standard,none,62.0,68.0,68.0,Pass,66.0,4.143134726391533,4.23410650459726,4.23410650459726,4.204692619390966
female,Group D,bachelor's degree,standard,completed,68.0,75.0,81.0,Pass,74.66666666666667,4.23410650459726,4.330733340286331,4.406719247264253,4.326337728813293
female,Group C,associate's degree,standard,completed,67.0,84.0,81.0,Pass,77.33333333333333,4.219507705176107,4.442651256490317,4.406719247264253,4.360973225476049
male,Group D,some college,free/reduced,none,49.0,57.0,46.0,Pass,50.666666666666664,3.912023005428146,4.060443010546419,3.8501476017100584,3.9448128282511368
female,Group C,some college,free/reduced,none,35.0,44.0,43.0,Pass,40.666666666666664,3.58351893845611,3.8066624897703196,3.784189633918261,3.7297014486341915
male,Group A,high school,standard,none,68.0,70.0,66.0,Pass,68.0,4.23410650459726,4.2626798770413155,4.204692619390966,4.23410650459726
female,Group B,high school,standard,completed,69.0,76.0,74.0,Pass,73.0,4.248495242049359,4.343805421853684,4.31748811353631,4.30406509320417
male,Group C,high school,standard,none,70.0,74.0,71.0,Pass,71.66666666666667,4.2626798770413155,4.31748811353631,4.276666119016055,4.28588277412098
female,Group E,some high school,standard,completed,80.0,85.0,85.0,Pass,83.33333333333333,4.394449154672439,4.454347296253507,4.454347296253507,4.43477720005941
female,Group C,some college,standard,completed,75.0,81.0,84.0,Pass,80.0,4.330733340286331,4.406719247264253,4.442651256490317,4.394449154672439
female,Group D,some college,standard,none,63.0,64.0,67.0,Pass,64.66666666666667,4.1588830833596715,4.174387269895637,4.219507705176107,4.1845914400698785
male,Group B,bachelor's degree,standard,none,66.0,60.0,57.0,Pass,61.0,4.204692619390966,4.110873864173311,4.060443010546419,4.127134385045092
female,Group B,some high school,free/reduced,completed,74.0,90.0,88.0,Pass,84.0,4.31748811353631,4.51085950651685,4.48863636973214,4.442651256490317
female,Group C,some high school,standard,completed,44.0,51.0,55.0,Pass,50.0,3.8066624897703196,3.9512437185814275,4.02535169073515,3.9318256327243257
female,Group B,bachelor's degree,standard,none,72.0,72.0,74.0,Pass,72.66666666666667,4.290459441148391,4.290459441148391,4.31748811353631,4.299550412849643
female,Group D,master's degree,standard,completed,77.0,82.0,91.0,Pass,83.33333333333333,4.356708826689592,4.418840607796598,4.5217885770490405,4.43477720005941
male,Group D,high school,standard,none,46.0,34.0,36.0,Fail,38.666666666666664,3.8501476017100584,3.5553480614894135,3.6109179126442243,3.6805112044434196
male,Group C,high school,standard,completed,100.0,67.0,64.0,Pass,106.16666666666669,4.61512051684126,4.219507705176107,4.174387269895637,4.674385255009565
male,Group B,associate's degree,standard,completed,82.0,84.0,78.0,Pass,81.33333333333333,4.418840607796598,4.442651256490317,4.3694478524670215,4.410776047959867
male,Group E,associate's degree,standard,completed,62.0,61.0,58.0,Pass,60.333333333333336,4.143134726391533,4.127134385045092,4.07753744390572,4.116323468940876
male,Group D,associate's degree,standard,none,80.0,68.0,72.0,Pass,73.33333333333333,4.394449154672439,4.23410650459726,4.290459441148391,4.308559482792009
female,Group C,high school,standard,none,54.0,59.0,62.0,Pass,58.333333333333336,4.007333185232471,4.0943445622221,4.143134726391533,4.083171261623976
female,Group D,some college,standard,none,79.0,69.06494845360825,81.0,Pass,76.35498281786941,4.382026634673881,4.249422646928029,4.406719247264253,4.348404994050516
female,Group B,high school,standard,none,87.0,95.0,86.0,Pass,89.33333333333333,4.477336814478207,4.564348191467836,4.465908118654584,4.503506532211591
female,Group C,some high school,standard,completed,65.0,74.0,77.0,Pass,72.0,4.189654742026425,4.31748811353631,4.356708826689592,4.290459441148391
female,Group C,associate's degree,free/reduced,completed,82.0,69.06494845360825,93.0,Pass,81.35498281786941,4.418840607796598,4.249422646928029,4.543294782270004,4.411038962599676
female,Group B,associate's degree,standard,none,40.0,48.0,50.0,Pass,46.0,3.713572066704308,3.8918202981106265,3.9318256327243257,3.8501476017100584
female,Group D,bachelor's degree,free/reduced,completed,93.0,100.0,100.0,Pass,97.66666666666667,4.543294782270004,4.61512051684126,4.61512051684126,4.591747165655951
female,Group C,bachelor's degree,standard,none,65.0,69.06494845360825,74.0,Pass,69.35498281786941,4.189654742026425,4.249422646928029,4.31748811353631,4.253553610019727
male,Group D,some high school,standard,completed,77.0,68.0,69.0,Pass,71.33333333333333,4.356708826689592,4.23410650459726,4.248495242049359,4.28128506487235
female,Group C,some college,free/reduced,none,46.0,64.0,66.0,Pass,58.666666666666664,3.8501476017100584,4.174387269895637,4.204692619390966,4.088773517172645
male,Group B,some college,standard,completed,88.0,85.0,76.0,Pass,83.0,4.48863636973214,4.454347296253507,4.343805421853684,4.430816798843313
female,Group E,some high school,free/reduced,none,32.0,34.0,38.0,Fail,34.666666666666664,3.4965075614664802,3.5553480614894135,3.6635616461296463,3.574216545793796
female,Group C,associate's degree,standard,none,39.0,64.0,57.0,Pass,53.333333333333336,3.6888794541139363,4.174387269895637,4.060443010546419,3.9951379121386528
female,Group D,some high school,standard,none,86.0,73.0,70.0,Pass,76.33333333333333,4.465908118654584,4.30406509320417,4.2626798770413155,4.3481250829982
male,Group C,some high school,free/reduced,completed,53.0,37.0,40.0,Pass,43.333333333333336,3.9889840465642745,3.6375861597263857,3.713572066704308,3.791736839553644
male,Group A,some college,free/reduced,completed,81.0,78.0,81.0,Pass,80.0,4.406719247264253,4.3694478524670215,4.406719247264253,4.394449154672439
male,Group B,some college,free/reduced,none,41.0,39.0,34.0,Fail,38.0,3.7376696182833684,3.6888794541139363,3.5553480614894135,3.6635616461296463
male,Group C,some college,standard,none,61.0,61.0,62.0,Pass,61.333333333333336,4.127134385045092,4.127134385045092,4.143134726391533,4.132496328186477
male,Group D,some college,standard,none,88.0,73.0,78.0,Pass,79.66666666666667,4.48863636973214,4.30406509320417,4.3694478524670215,4.390325437488577
female,Group A,some high school,standard,completed,59.0,85.0,80.0,Pass,74.66666666666667,4.0943445622221,4.454347296253507,4.394449154672439,4.326337728813293
female,Group D,some high school,standard,none,81.0,97.0,96.0,Pass,91.33333333333333,4.406719247264253,4.584967478670572,4.574710978503383,4.5254052175192285
male,Group C,bachelor's degree,standard,none,58.0,55.0,48.0,Pass,53.666666666666664,4.07753744390572,4.02535169073515,3.8918202981106265,4.001254139156089
female,Group C,some college,free/reduced,completed,64.0,85.0,85.0,Pass,78.0,4.174387269895637,4.454347296253507,4.454347296253507,4.3694478524670215
female,Group E,master's degree,standard,none,81.0,92.0,91.0,Pass,88.0,4.406719247264253,4.532599493153256,4.5217885770490405,4.48863636973214
male,Group C,high school,standard,none,70.0,70.0,65.0,Pass,68.33333333333333,4.2626798770413155,4.2626798770413155,4.189654742026425,4.238925791033208
female,Group C,bachelor's degree,free/reduced,none,62.0,78.0,79.0,Pass,73.0,4.143134726391533,4.3694478524670215,4.382026634673881,4.30406509320417
male,Group D,some college,standard,completed,100.0,62.0,62.0,Pass,106.16666666666669,4.61512051684126,4.143134726391533,4.143134726391533,4.674385255009565
female,Group D,high school,standard,none,62.0,64.0,64.0,Pass,63.333333333333336,4.143134726391533,4.174387269895637,4.174387269895637,4.164077900236776
female,Group E,some college,standard,none,87.0,85.0,93.0,Pass,88.33333333333333,4.477336814478207,4.454347296253507,4.543294782270004,4.4923746918427465
female,Group C,some college,free/reduced,completed,67.0,75.0,70.0,Pass,70.66666666666667,4.219507705176107,4.330733340286331,4.2626798770413155,4.272025739459553
male,Group A,bachelor's degree,free/reduced,completed,62.0,72.0,65.0,Pass,66.33333333333333,4.143134726391533,4.290459441148391,4.189654742026425,4.209655408733095
female,Group D,some high school,standard,none,76.0,72.0,71.0,Pass,73.0,4.343805421853684,4.290459441148391,4.276666119016055,4.30406509320417
female,Group C,associate's degree,standard,none,63.0,67.0,70.0,Pass,66.66666666666667,4.1588830833596715,4.219507705176107,4.2626798770413155,4.214593690373678
female,Group B,some college,standard,completed,88.0,95.0,92.0,Pass,91.66666666666667,4.48863636973214,4.564348191467836,4.532599493153256,4.529008825022528
male,Group D,associate's degree,standard,none,72.0,79.0,74.0,Pass,75.0,4.290459441148391,4.382026634673881,4.31748811353631,4.330733340286331
female,Group D,master's degree,standard,none,55.0,64.0,70.0,Pass,63.0,4.02535169073515,4.174387269895637,4.2626798770413155,4.1588830833596715
male,Group C,some high school,free/reduced,none,61.0,57.0,56.0,Pass,58.0,4.127134385045092,4.060443010546419,4.04305126783455,4.07753744390572
male,Group D,bachelor's degree,free/reduced,none,50.0,42.0,48.0,Pass,46.666666666666664,3.9318256327243257,3.7612001156935624,3.8918202981106265,3.8642323415917974
male,Group E,some high school,standard,completed,87.0,84.0,76.0,Pass,82.33333333333333,4.477336814478207,4.442651256490317,4.343805421853684,4.422848629194137
